seed,optimizer,batch,init,lr,weight_error,dist_to_star
2,Adam,full,zero,0.01,0.008443573111618315,6.253708430795012e-05
2,Adam,full,sparse,0.01,0.008394116793555855,3.7390962437189855e-07
2,Adam,mini-batch,random,0.01,0.0435995641354425,0.039112298097121065
2,Adam,mini-batch,zero,0.01,0.014654132092434952,0.010404575095905378
2,Adam,mini-batch,sparse,0.01,0.02373933699299135,0.01891933317892562
2,Adam,SGD,random,0.01,0.26707922794307604,0.2634616050772625
2,Adam,SGD,zero,0.01,0.04494103635256353,0.039004248875010514
2,Adam,SGD,sparse,0.01,0.08226851002705028,0.07789402731147015
2,GD,full,random,0.1,0.008394007840938323,1.473441520264235e-07
2,GD,full,zero,0.1,0.00839397808355756,2.0053458908571474e-08
2,GD,full,sparse,0.1,0.008394027466028159,9.902082245960262e-08
2,GD,mini-batch,random,0.1,0.015154101151703027,0.01319899881221716
2,GD,mini-batch,zero,0.1,0.015154205419591105,0.013199135865421284
2,GD,mini-batch,sparse,0.1,0.015154184598434385,0.013199080350491398
2,GD,SGD,random,0.1,0.058290952241146304,0.06215706448070242
2,GD,SGD,zero,0.1,0.05443737017085752,0.048587458685919044
2,GD,SGD,sparse,0.1,0.06320521607068275,0.06608314101578407
2,AdaGrad,full,random,0.1,0.09028576370574234,0.08640228703696218
2,AdaGrad,full,zero,0.1,0.008623832283595955,0.00029465584609807485
2,AdaGrad,full,sparse,0.1,0.008561400236100393,0.00038764614453070826
2,AdaGrad,mini-batch,random,0.1,0.11915211394563326,0.11543298040700974
2,AdaGrad,mini-batch,zero,0.1,0.01109051722011901,0.007153664789021774
2,AdaGrad,mini-batch,sparse,0.1,0.014926714586917486,0.01117748643845238
2,AdaGrad,SGD,random,0.1,0.5625427297064711,0.559750574500242
2,AdaGrad,SGD,zero,0.1,0.025013116862630087,0.01830249008400492
2,AdaGrad,SGD,sparse,0.1,0.4118773746080606,0.4080222858871172
2,RMSProp,full,random,0.1,0.10515848588511842,0.09999999056297022
2,RMSProp,full,zero,0.1,0.09530270874447887,0.0999999905629692
2,RMSProp,full,sparse,0.1,0.10515848588511847,0.09999999056297029
2,RMSProp,mini-batch,random,0.1,0.05126904740089646,0.051447912973117405
2,RMSProp,mini-batch,zero,0.1,0.05126904740089656,0.05144791297311749
2,RMSProp,mini-batch,sparse,0.1,0.05126904740089661,0.051447912973117536
2,RMSProp,SGD,random,0.1,0.1451571548038228,0.14897536559530672
2,RMSProp,SGD,zero,0.1,0.11041770543676489,0.10532933781619251
2,RMSProp,SGD,sparse,0.1,0.3108339130259862,0.31639201356920704
2,Adam,full,random,0.1,0.00839396278576336,1.481482286301019e-15
2,Adam,full,zero,0.1,0.008393962785763346,1.4475537224895361e-15
2,Adam,full,sparse,0.1,0.00839395029936288,1.7951117529172578e-08
2,Adam,mini-batch,random,0.1,0.030933479370256953,0.03457455089437116
2,Adam,mini-batch,zero,0.1,0.04152212389462551,0.04824074552424387
2,Adam,mini-batch,sparse,0.1,0.07044916204082721,0.07795105185000152
2,Adam,SGD,random,0.1,0.12286657033022011,0.1273736349509872
